recv_wall_ns,send_wall_ns,delay_ms,sim_s,seq,veh,edge,x,y,speed,bytes
1761732232506799000,1761732232506690000,0.109,75.000,491,veh7,1212211127,1516.010,1165.970,17.420,876
1761732232532198000,1761732232525464000,6.734,76.000,492,veh1,823695811#7,2424.780,1229.400,23.180,919
1761732232532198000,1761732232525696000,6.502,76.000,493,veh10,215198289#2,1157.420,1434.590,13.770,919
1761732232532198000,1761732232525952000,6.246,76.000,494,veh11,:11037082485_1,2869.500,1216.710,24.350,919
1761732232532198000,1761732232526175000,6.023,76.000,495,veh14,-215198331#1,2866.610,1106.730,12.020,919
1761732232532198000,1761732232526400000,5.798,76.000,496,veh15,605169981#0,2919.920,775.980,12.420,919
1761732232532198000,1761732232526616000,5.582,76.000,497,veh17,393925233#1,2695.150,675.330,11.600,919
1761732232532198000,1761732232526926000,5.272,76.000,498,veh18,:7687413400_1,398.720,1065.030,17.660,919
1761732232532198000,1761732232527181000,5.017,76.000,499,veh2,-1234759458,1032.140,938.310,12.450,919
1761732232532198000,1761732232527435000,4.763,76.000,500,veh20,-1212211117,1205.730,814.970,14.540,919
1761732232532198000,1761732232527692000,4.506,76.000,501,veh3,823695811#11,2143.090,1262.450,27.050,919
1761732232532198000,1761732232527962000,4.236,76.000,502,veh5,1230287840,1593.220,1364.620,8.980,919
1761732232532198000,1761732232528238000,3.960,76.000,503,veh6,750322898#1-AddedOffRampEdge,2132.330,1277.200,25.850,919
1761732232532198000,1761732232528512000,3.686,76.000,504,veh7,1212211127,1524.660,1180.840,17.210,919
1761732232548893000,1761732232545702000,3.191,77.000,505,veh1,823695811#7,2400.060,1235.160,25.390,918
1761732232548893000,1761732232545997000,2.896,77.000,506,veh10,215198289#2,1143.790,1437.980,14.040,918
1761732232548893000,1761732232546223000,2.670,77.000,507,veh11,823695811#2,2845.980,1216.760,23.520,918
1761732232548893000,1761732232546457000,2.436,77.000,508,veh14,-215198331#1,2875.700,1115.000,12.280,918
1761732232548893000,1761732232546763000,2.130,77.000,509,veh15,605169981#0,2921.720,785.840,10.020,918
1761732232548893000,1761732232547026000,1.867,77.000,510,veh17,393925233#1,2695.140,683.310,7.980,918
1761732232548893000,1761732232547339000,1.554,77.000,511,veh18,-563773974#2,381.980,1074.040,19.010,918
1761732232548893000,1761732232547559000,1.334,77.000,512,veh2,-1234759458,1037.110,950.210,12.920,918
1761732232548893000,1761732232547784000,1.109,77.000,513,veh20,-1212211117,1210.790,828.520,14.460,918
1761732232548893000,1761732232548030000,0.863,77.000,514,veh3,823695811#11,2116.130,1262.030,26.970,918
1761732232548893000,1761732232548314000,0.579,77.000,515,veh5,1230287840,1584.850,1358.490,10.500,918
1761732232548893000,1761732232548545000,0.348,77.000,516,veh6,750322898#1-AddedOffRampEdge,2159.880,1278.320,27.480,918
1761732232548893000,1761732232548809000,0.084,77.000,517,veh7,:7208586240_3,1532.630,1196.350,17.440,918
1761732232570529000,1761732232567548000,2.981,78.000,518,veh1,823695811#7,2374.190,1242.490,26.900,924
1761732232570529000,1761732232567798000,2.731,78.000,519,veh10,215198289#2,1130.840,1441.200,13.340,924
1761732232570529000,1761732232568050000,2.479,78.000,520,veh11,823695811#3,2821.500,1216.810,24.480,924
1761732232570529000,1761732232568288000,2.241,78.000,521,veh14,:2246072637_6,2884.280,1123.240,11.900,924
1761732232570529000,1761732232568519000,2.010,78.000,522,veh15,:2155675621_2,2919.820,792.980,7.610,924
1761732232570529000,1761732232568754000,1.775,78.000,523,veh17,:3969752789_0,2694.900,689.350,6.050,924
1761732232570529000,1761732232568986000,1.543,78.000,524,veh18,-563773974#2,363.770,1083.680,20.600,924
1761732232570529000,1761732232569217000,1.312,78.000,525,veh2,-1234759458,1042.920,961.300,12.520,924
1761732232570529000,1761732232569462000,1.067,78.000,526,veh20,-1212211117,1215.790,841.910,14.290,924
1761732232570529000,1761732232569712000,0.817,78.000,527,veh3,823695811#11,2088.250,1264.860,28.060,924
1761732232570529000,1761732232569960000,0.569,78.000,528,veh5,:1318413951_0,1579.300,1352.410,8.280,924
1761732232570529000,1761732232570196000,0.333,78.000,529,veh6,750322898#1-AddedOffRampEdge,2188.370,1280.790,28.490,924
1761732232570529000,1761732232570438000,0.091,78.000,530,veh7,:7208586240_3,1540.940,1212.570,18.230,924
1761732232592152000,1761732232587508000,4.644,79.000,531,veh1,823695811#8,2347.000,1249.840,28.170,899
1761732232592152000,1761732232587740000,4.412,79.000,532,veh10,215198289#2,1119.470,1444.030,11.720,899
1761732232592152000,1761732232587993000,4.159,79.000,533,veh11,823695811#3,2797.790,1216.920,23.710,899
1761732232592152000,1761732232588248000,3.904,79.000,534,veh14,-215198331#0,2891.350,1132.710,11.830,899
1761732232592152000,1761732232588517000,3.635,79.000,535,veh15,-205594896#4,2914.750,798.510,7.520,899
1761732232592152000,1761732232589210000,2.942,79.000,536,veh17,:3969752789_0,2690.380,692.740,6.410,899
1761732232592152000,1761732232589461000,2.691,79.000,537,veh18,-563773974#2,344.720,1093.770,21.560,899
1761732232592152000,1761732232589815000,2.337,79.000,538,veh2,-1234759458,1048.490,971.900,11.970,899
1761732232592152000,1761732232590199000,1.953,79.000,539,veh20,-1212211117,1220.740,855.170,14.160,899
1761732232592152000,1761732232590445000,1.707,79.000,540,veh3,823695811#12,2061.120,1271.360,27.910,899
1761732232592152000,1761732232590689000,1.463,79.000,541,veh5,-1137177667,1578.920,1344.790,7.680,899
1761732232592152000,1761732232590991000,1.161,79.000,542,veh6,750322898#2,2216.920,1282.300,28.590,899
1761732232592152000,1761732232591286000,0.866,79.000,543,veh7,-55825241,1548.160,1228.640,17.610,899
1761732232611893000,1761732232608564000,3.329,80.000,544,veh1,823695811#9,2318.620,1256.130,29.130,897
1761732232611893000,1761732232608834000,3.059,80.000,545,veh10,215198289#2,1111.940,1445.910,7.760,897
1761732232611893000,1761732232609089000,2.804,80.000,546,veh11,823695811#3,2773.400,1217.230,24.390,897
1761732232611893000,1761732232609343000,2.550,80.000,547,veh14,-215198331#0,2897.810,1143.900,12.940,897
1761732232611893000,1761732232609596000,2.297,80.000,548,veh15,-205594896#4,2908.330,804.610,8.860,897
1761732232611893000,1761732232609952000,1.941,80.000,549,veh17,-393925231#1,2684.260,691.880,6.200,897
1761732232611893000,1761732232610260000,1.633,80.000,550,veh18,-563773974#2,325.460,1103.980,21.800,897
1761732232611893000,1761732232610527000,1.366,80.000,551,veh2,-1234759458,1055.120,983.070,13.020,897
1761732232611893000,1761732232610792000,1.101,80.000,552,veh20,-1212211117,1225.400,867.640,13.310,897
1761732232611893000,1761732232611055000,0.838,80.000,553,veh3,823695811#12,2035.240,1278.660,26.890,897
1761732232611893000,1761732232611302000,0.591,80.000,554,veh5,-1137177667,1581.500,1335.710,9.550,897
1761732232611893000,1761732232611558000,0.335,80.000,555,veh6,750322898#3,2245.240,1279.960,28.410,897
1761732232611893000,1761732232611804000,0.089,80.000,556,veh7,-55825241,1555.930,1244.570,17.730,897
1761732232632270000,1761732232628975000,3.295,81.000,557,veh1,823695811#10,2290.300,1259.750,28.560,902
1761732232632270000,1761732232629282000,2.988,81.000,558,veh10,:2246017069_3,1106.350,1447.010,5.710,902
1761732232632270000,1761732232629549000,2.721,81.000,559,veh11,823695811#3,2749.090,1217.540,24.310,902
1761732232632270000,1761732232629793000,2.477,81.000,560,veh14,-215198331#0,2901.550,1156.330,13.000,902
1761732232632270000,1761732232630013000,2.257,81.000,561,veh15,-205594896#4,2900.600,811.950,10.670,902
1761732232632270000,1761732232630233000,2.037,81.000,562,veh17,-393925231#1,2676.150,690.730,8.190,902
1761732232632270000,1761732232630525000,1.745,81.000,563,veh18,-563773974#2,305.810,1114.380,22.230,902
1761732232632270000,1761732232630802000,1.468,81.000,564,veh2,-1234759458,1062.420,993.090,12.400,902
1761732232632270000,1761732232631111000,1.159,81.000,565,veh20,-1212211117,1230.390,881.020,14.280,902
1761732232632270000,1761732232631421000,0.849,81.000,566,veh3,823695811#13,2012.840,1286.280,23.660,902
1761732232632270000,1761732232631684000,0.586,81.000,567,veh5,-1137177667,1589.630,1326.880,12.000,902
1761732232632270000,1761732232631947000,0.323,81.000,568,veh6,750322898#3,2273.170,1276.080,28.210,902
1761732232632270000,1761732232632199000,0.071,81.000,569,veh7,-55825241,1563.830,1260.930,18.170,902
1761732232652826000,1761732232649460000,3.366,82.000,570,veh1,823695811#10,2261.440,1263.090,29.050,906
1761732232652826000,1761732232649725000,3.101,82.000,571,veh10,:2246017069_3,1103.500,1443.160,5.880,906
1761732232652826000,1761732232649952000,2.874,82.000,572,veh11,823695811#3,2725.340,1219.310,23.830,906
1761732232652826000,1761732232650186000,2.640,82.000,573,veh14,-215198331#0,2904.970,1168.530,12.660,906
1761732232652826000,1761732232650410000,2.416,82.000,574,veh15,:11521242228_1,2892.100,818.490,10.740,906
1761732232652826000,1761732232650662000,2.164,82.000,575,veh17,-393925231#1,2666.040,692.360,10.420,906
1761732232652826000,1761732232650934000,1.892,82.000,576,veh18,-563773974#2,287.380,1124.150,20.860,906
1761732232652826000,1761732232651157000,1.669,82.000,577,veh2,-1234759458,1068.990,1001.780,10.900,906
1761732232652826000,1761732232651396000,1.430,82.000,578,veh20,-1212211117,1235.170,893.800,13.640,906
1761732232652826000,1761732232651648000,1.178,82.000,579,veh3,823695811#13,1994.080,1293.340,20.040,906
1761732232652826000,1761732232651882000,0.944,82.000,580,veh5,-1137177667,1595.340,1317.430,11.400,906
1761732232652826000,1761732232652111000,0.715,82.000,581,veh6,750322898#3,2300.630,1272.450,27.690,906
1761732232652826000,1761732232652370000,0.456,82.000,582,veh7,-55825241,1571.720,1277.070,17.960,906
1761732232673290000,1761732232670054000,3.236,83.000,583,veh1,823695811#10,2233.370,1265.630,28.200,898
1761732232673290000,1761732232670399000,2.891,83.000,584,veh10,1112792867#1,1104.720,1437.960,5.340,898
1761732232673290000,1761732232670694000,2.596,83.000,585,veh11,823695811#4,2701.390,1221.510,24.040,898
1761732232673290000,1761732232670962000,2.328,83.000,586,veh14,-215198331#0,2908.220,1180.030,11.960,898
1761732232673290000,1761732232671182000,2.108,83.000,587,veh15,-205594896#3,2882.780,824.270,10.960,898
1761732232673290000,1761732232671402000,1.888,83.000,588,veh17,-393925231#1,2655.190,697.900,12.240,898
1761732232673290000,1761732232671641000,1.649,83.000,589,veh18,-563773974#2,272.920,1131.810,16.360,898
1761732232673290000,1761732232671895000,1.395,83.000,590,veh2,-1234759458,1073.350,1006.700,6.580,898
1761732232673290000,1761732232672172000,1.118,83.000,591,veh20,-1212211117,1240.040,906.860,13.950,898
1761732232673290000,1761732232672390000,0.900,83.000,592,veh3,823695811#13,1979.280,1297.550,15.540,898
1761732232673290000,1761732232672613000,0.677,83.000,593,veh5,55825241,1595.360,1310.830,6.900,898
1761732232673290000,1761732232672860000,0.430,83.000,594,veh6,750322898#3,2328.330,1268.250,28.030,898
1761732232673290000,1761732232673201000,0.089,83.000,595,veh7,-55825241,1579.780,1290.770,15.940,898
1761732232694599000,1761732232690580000,4.019,84.000,596,veh1,823695811#11,2204.680,1266.280,28.700,921
1761732232694599000,1761732232690850000,3.749,84.000,597,veh10,1112792867#1,1106.510,1431.280,6.920,921
1761732232694599000,1761732232691146000,3.453,84.000,598,veh11,823695811#4,2677.920,1223.550,23.570,921
1761732232694599000,1761732232691443000,3.156,84.000,599,veh14,-215198331#0,2911.530,1191.580,12.010,921
1761732232694599000,1761732232691681000,2.918,84.000,600,veh15,-205594896#3,2873.350,830.050,11.060,921
1761732232694599000,1761732232691924000,2.675,84.000,601,veh17,-393925231#1,2642.790,705.040,14.480,921
1761732232694599000,1761732232692171000,2.428,84.000,602,veh18,-563773974#2,261.780,1137.710,12.600,921
1761732232694599000,1761732232692466000,2.133,84.000,603,veh2,:cluster_11230869801_1318436713_14,1079.350,1013.530,9.100,921
1761732232694599000,1761732232692750000,1.849,84.000,604,veh20,-1212211117,1244.830,919.690,13.690,921
1761732232694599000,1761732232693105000,1.494,84.000,605,veh3,823695811#13,1967.630,1298.200,11.680,921
1761732232694599000,1761732232693409000,1.190,84.000,606,veh5,55825241,1591.050,1303.170,8.780,921
1761732232694599000,1761732232693761000,0.838,84.000,607,veh6,750322898#4,2355.000,1262.040,27.410,921
1761732232694599000,1761732232694083000,0.516,84.000,608,veh7,-55825241,1586.200,1301.070,12.160,921
1761732232714062000,1761732232710751000,3.311,85.000,609,veh1,823695811#11,2176.400,1264.740,28.330,922
1761732232714062000,1761732232711011000,3.051,85.000,610,veh10,1112792867#1,1108.880,1422.560,9.030,922
1761732232714062000,1761732232711267000,2.795,85.000,611,veh11,:7690525276_3,2653.660,1223.900,24.270,922
1761732232714062000,1761732232711539000,2.523,85.000,612,veh14,-215198331#0,2914.320,1201.330,10.150,922
1761732232714062000,1761732232711790000,2.272,85.000,613,veh15,-205594896#3,2862.760,834.180,11.390,922
1761732232714062000,1761732232712072000,1.990,85.000,614,veh17,-393925231#1,2632.860,704.070,10.350,922
1761732232714062000,1761732232712352000,1.710,85.000,615,veh18,-563773974#2,254.620,1141.500,8.100,922
1761732232714062000,1761732232712682000,1.380,85.000,616,veh2,:cluster_11230869801_1318436713_14,1086.290,1021.770,10.770,922
1761732232714062000,1761732232712940000,1.122,85.000,617,veh20,-1212211117,1249.900,933.260,14.490,922
1761732232714062000,1761732232713205000,0.857,85.000,618,veh3,823695811#13,1960.450,1298.070,7.180,922
1761732232714062000,1761732232713453000,0.609,85.000,619,veh5,55825241,1585.750,1293.760,10.810,922
1761732232714062000,1761732232713694000,0.368,85.000,620,veh6,750322898#4,2381.900,1254.060,28.070,922
1761732232714062000,1761732232713960000,0.102,85.000,621,veh7,-55825241,1590.020,1307.860,7.780,922
1761732232735268000,1761732232732035000,3.233,86.000,622,veh1,823695811#11,2147.260,1262.560,29.230,920
1761732232735268000,1761732232732332000,2.936,86.000,623,veh10,:12088951074_4,1111.710,1412.450,10.500,920
1761732232735268000,1761732232732613000,2.655,86.000,624,veh11,823695811#5,2629.870,1223.390,23.820,920
1761732232735268000,1761732232732900000,2.368,86.000,625,veh14,-215198331#0,2915.990,1207.150,6.050,920
1761732232735268000,1761732232733187000,2.081,86.000,626,veh15,:cluster_3547295330_7690362158_1,2852.490,838.100,10.990,920
1761732232735268000,1761732232733454000,1.814,86.000,627,veh17,-393925231#1,2626.730,700.980,6.900,920
1761732232735268000,1761732232733754000,1.514,86.000,628,veh18,:701248982_1,251.630,1143.570,3.640,920
1761732232735268000,1761732232734063000,1.205,86.000,629,veh2,-205615527#1,1094.030,1032.140,12.940,920
1761732232735268000,1761732232734315000,0.953,86.000,630,veh20,-1212211117,1254.040,944.350,11.840,920
1761732232735268000,1761732232734536000,0.732,86.000,631,veh3,:4322167194_0,1951.530,1295.900,9.350,920
1761732232735268000,1761732232734769000,0.499,86.000,632,veh5,55825241,1578.360,1282.970,13.100,920
1761732232735268000,1761732232734990000,0.278,86.000,633,veh6,750322898#4,2408.530,1246.620,27.660,920
1761732232735268000,1761732232735194000,0.074,86.000,634,veh7,-55825241,1592.180,1311.710,4.420,920
1761732232756876000,1761732232753250000,3.626,87.000,635,veh1,823695811#11,2118.850,1261.980,28.420,992
1761732232756876000,1761732232753543000,3.333,87.000,636,veh10,1112792867#3,1114.990,1400.040,12.840,992
1761732232756876000,1761732232753788000,3.088,87.000,637,veh11,:7690525277_1,2605.760,1220.410,24.290,992
1761732232756876000,1761732232754020000,2.856,87.000,638,veh14,:7690525273_2,2916.790,1211.950,4.910,992
1761732232756876000,1761732232754251000,2.625,87.000,639,veh15,:cluster_3547295330_7690362158_1,2842.410,841.980,10.800,992
1761732232756876000,1761732232754504000,2.372,87.000,640,veh17,:3969752768_1,2619.870,697.600,7.670,992
1761732232756876000,1761732232754794000,2.082,87.000,641,veh18,:701248982_9,249.210,1148.230,5.510,992
1761732232756876000,1761732232755065000,1.811,87.000,642,veh2,-205615527#1,1102.750,1044.650,15.250,992
1761732232756876000,1761732232755348000,1.528,87.000,643,veh20,-1212211117,1256.610,951.230,7.340,992
1761732232756876000,1761732232755651000,1.225,87.000,644,veh23,-215210735#0,2814.200,935.930,0.000,992
1761732232756876000,1761732232755882000,0.994,87.000,645,veh3,:1318409215_0,1943.520,1288.890,10.670,992
1761732232756876000,1761732232756116000,0.760,87.000,646,veh5,55825241,1571.320,1269.070,15.580,992
1761732232756876000,1761732232756475000,0.401,87.000,647,veh6,750322898#4,2435.960,1240.200,28.170,992
1761732232756876000,1761732232756792000,0.084,87.000,648,veh7,1137177667,1592.850,1313.990,2.500,992
1761732232777716000,1761732232774207000,3.509,88.000,649,veh1,823695811#11,2089.910,1264.490,29.080,967
1761732232777716000,1761732232774602000,3.114,88.000,650,veh10,1112792867#3,1118.640,1386.240,14.270,967
1761732232777716000,1761732232774876000,2.840,88.000,651,veh11,823695811#6,2582.170,1217.310,23.790,967
1761732232777716000,1761732232775143000,2.573,88.000,652,veh14,:7690525273_2,2913.030,1214.980,5.290,967
1761732232777716000,1761732232775375000,2.341,88.000,653,veh15,-205594896#1,2831.690,845.700,11.350,967
1761732232777716000,1761732232775652000,2.064,88.000,654,veh17,:3969752768_1,2614.290,701.300,7.530,967
1761732232777716000,1761732232775924000,1.792,88.000,655,veh18,117034693#0,251.370,1154.670,6.940,967
1761732232777716000,1761732232776221000,1.495,88.000,656,veh2,-205615527#1,1112.450,1059.360,17.640,967
1761732232777716000,1761732232776459000,1.257,88.000,657,veh20,:3961319002_3,1258.370,956.570,5.640,967
1761732232777716000,1761732232776738000,0.978,88.000,658,veh23,-215210735#0,2814.740,937.920,2.060,967
1761732232777716000,1761732232776976000,0.740,88.000,659,veh3,433544171,1935.990,1279.440,12.120,967
1761732232777716000,1761732232777229000,0.487,88.000,660,veh5,55825241,1563.800,1253.490,17.300,967
1761732232777716000,1761732232777446000,0.270,88.000,661,veh6,750322898#4,2463.740,1234.270,28.400,967
1761732232777716000,1761732232777656000,0.060,88.000,662,veh7,1137177667,1591.700,1318.930,5.070,967
1761732232797329000,1761732232794544000,2.785,89.000,663,veh1,823695811#12,2062.040,1271.100,28.650,967
1761732232797329000,1761732232794762000,2.567,89.000,664,veh10,:2246017063_7,1121.150,1369.830,16.610,967
1761732232797329000,1761732232794965000,2.364,89.000,665,veh11,:7690525278_1,2557.940,1214.180,24.440,967
1761732232797329000,1761732232795164000,2.165,89.000,666,veh14,823695811#1,2907.550,1215.340,5.500,967
1761732232797329000,1761732232795349000,1.980,89.000,667,veh15,-205594896#1,2820.950,849.340,11.340,967
1761732232797329000,1761732232795533000,1.796,89.000,668,veh17,-393925231#0,2613.520,708.690,7.440,967
1761732232797329000,1761732232795718000,1.611,89.000,669,veh18,117034693#0,256.410,1162.650,9.440,967
1761732232797329000,1761732232795979000,1.350,89.000,670,veh2,-205615527#1,1120.720,1076.700,19.330,967
1761732232797329000,1761732232796216000,1.113,89.000,671,veh20,:3961319002_3,1256.320,961.100,5.470,967
1761732232797329000,1761732232796456000,0.873,89.000,672,veh23,-215210735#0,2815.690,941.450,3.650,967
1761732232797329000,1761732232796671000,0.658,89.000,673,veh3,433544171,1925.280,1270.770,13.820,967
1761732232797329000,1761732232796861000,0.468,89.000,674,veh5,55825241,1555.300,1235.950,19.490,967
1761732232797329000,1761732232797070000,0.259,89.000,675,veh6,750322898#4,2491.060,1229.840,27.730,967
1761732232797329000,1761732232797277000,0.052,89.000,676,veh7,1137177667,1587.330,1324.650,7.340,967
1761732232818326000,1761732232815186000,3.140,90.000,677,veh1,823695811#12,2035.060,1278.710,28.030,965
1761732232818326000,1761732232815465000,2.861,90.000,678,veh10,1112792867#5,1122.960,1351.880,18.040,965
1761732232818326000,1761732232815718000,2.608,90.000,679,veh11,823695811#7,2534.370,1213.510,23.600,965
1761732232818326000,1761732232815956000,2.370,90.000,680,veh14,823695811#1,2900.240,1215.650,7.310,965
1761732232818326000,1761732232816198000,2.128,90.000,681,veh15,:2246173337_1,2810.530,852.880,11.000,965
1761732232818326000,1761732232816460000,1.866,90.000,682,veh17,-393925231#0,2613.250,717.960,9.280,965
1761732232818326000,1761732232816669000,1.657,90.000,683,veh18,117034693#0,262.450,1172.200,11.300,965
1761732232818326000,1761732232816932000,1.394,90.000,684,veh2,-205615527#1,1124.380,1096.320,19.970,965
1761732232818326000,1761732232817146000,1.180,90.000,685,veh20,1212211114#2,1250.810,962.630,5.720,965
1761732232818326000,1761732232817363000,0.963,90.000,686,veh23,-215210735#0,2817.130,946.770,5.520,965
1761732232818326000,1761732232817581000,0.745,90.000,687,veh3,433544171,1911.240,1262.590,16.260,965
1761732232818326000,1761732232817826000,0.500,90.000,688,veh5,55825241,1546.020,1216.260,21.780,965
1761732232818326000,1761732232818045000,0.281,90.000,689,veh6,750322898#4,2518.420,1227.940,27.430,965
1761732232818326000,1761732232818260000,0.066,90.000,690,veh7,1137177667,1581.170,1331.330,9.090,965
1761732232839708000,1761732232836373000,3.335,91.000,691,veh1,823695811#13,2011.710,1286.700,24.680,972
1761732232839708000,1761732232836646000,3.062,91.000,692,veh10,1112792867#5,1125.030,1331.350,20.630,972
1761732232839708000,1761732232836905000,2.803,91.000,693,veh11,823695811#7,2510.700,1214.040,23.720,972
1761732232839708000,1761732232837220000,2.488,91.000,694,veh14,823695811#1,2891.580,1216.020,8.670,972
1761732232839708000,1761732232837511000,2.197,91.000,695,veh15,:2246173337_1,2799.610,856.670,11.560,972
1761732232839708000,1761732232837780000,1.928,91.000,696,veh17,-393925231#0,2612.930,729.020,11.070,972
1761732232839708000,1761732232837999000,1.709,91.000,697,veh18,117034693#0,269.850,1183.900,13.850,972
1761732232839708000,1761732232838263000,1.445,91.000,698,veh2,-205615527#1,1127.630,1116.050,19.990,972
1761732232839708000,1761732232838478000,1.230,91.000,699,veh20,1212211114#2,1243.510,967.530,8.230,972
1761732232839708000,1761732232838701000,1.007,91.000,700,veh23,-215210735#0,2819.240,954.540,8.050,972
1761732232839708000,1761732232838921000,0.787,91.000,701,veh3,433544171,1893.860,1255.610,18.780,972
1761732232839708000,1761732232839139000,0.569,91.000,702,veh5,:7208586240_1,1535.420,1194.790,23.950,972
1761732232839708000,1761732232839354000,0.354,91.000,703,veh6,750322898#4,2546.890,1230.100,28.550,972
1761732232839708000,1761732232839632000,0.076,91.000,704,veh7,1137177667,1576.550,1340.800,10.880,972
1761732232859513000,1761732232856006000,3.507,92.000,705,veh1,823695811#13,1992.760,1293.830,20.250,994
1761732232859513000,1761732232856242000,3.271,92.000,706,veh10,:2246017050_0,1126.690,1308.400,23.030,994
1761732232859513000,1761732232856509000,3.004,92.000,707,veh11,823695811#7,2486.310,1217.260,24.600,994
1761732232859513000,1761732232856865000,2.648,92.000,708,veh14,823695811#1,2881.180,1216.460,10.420,994
1761732232859513000,1761732232857157000,2.356,92.000,709,veh15,-205594896#0,2789.510,860.240,10.710,994
1761732232859513000,1761732232857473000,2.040,92.000,710,veh17,-393925231#0,2612.550,742.310,13.290,994
1761732232859513000,1761732232857695000,1.818,92.000,711,veh18,117034693#0,278.430,1197.480,16.060,994
1761732232859513000,1761732232857918000,1.595,92.000,712,veh2,-205615527#1,1130.520,1136.060,20.240,994
1761732232859513000,1761732232858142000,1.371,92.000,713,veh20,1212211114#2,1233.830,969.880,9.990,994
1761732232859513000,1761732232858399000,1.114,92.000,714,veh23,-215210735#0,2821.800,964.020,9.820,994
1761732232859513000,1761732232858661000,0.852,92.000,715,veh3,:433544171-AddedOffRampNode_0,1874.450,1248.190,20.930,994
1761732232859513000,1761732232858912000,0.601,92.000,716,veh5,-1212211127,1524.820,1174.240,23.120,994
1761732232859513000,1761732232859173000,0.340,92.000,717,veh6,750322898#4,2575.070,1232.540,28.280,994
1761732232859513000,1761732232859429000,0.084,92.000,718,veh7,:1318413951_2,1576.730,1353.650,13.140,994
1761732232880130000,1761732232876991000,3.139,93.000,719,veh1,823695811#13,1977.650,1297.600,15.750,989
1761732232880130000,1761732232877225000,2.905,93.000,720,veh10,1134175995,1125.280,1285.810,22.630,989
1761732232880130000,1761732232877446000,2.684,93.000,721,veh11,823695811#7,2462.950,1221.450,23.740,989
1761732232880130000,1761732232877674000,2.456,93.000,722,veh14,:11037082485_1,2869.390,1216.710,11.790,989
1761732232880130000,1761732232877884000,2.246,93.000,723,veh15,-205594896#0,2778.400,864.210,11.800,989
1761732232880130000,1761732232878095000,2.035,93.000,724,veh17,-393925231#0,2612.140,756.640,14.340,989
1761732232880130000,1761732232878303000,1.827,93.000,725,veh18,117034693#0,288.310,1213.120,18.500,989
1761732232880130000,1761732232878529000,1.601,93.000,726,veh2,-205615527#1,1131.440,1156.140,20.100,989
1761732232880130000,1761732232878789000,1.341,93.000,727,veh20,1212211114#2,1222.430,973.040,11.860,989
1761732232880130000,1761732232879039000,1.091,93.000,728,veh23,-215210735#0,2825.010,975.870,12.270,989
1761732232880130000,1761732232879295000,0.835,93.000,729,veh3,433544171-AddedOffRampEdge,1851.030,1249.220,23.510,989
1761732232880130000,1761732232879563000,0.567,93.000,730,veh5,-1212211127,1512.550,1154.180,23.520,989
1761732232880130000,1761732232879804000,0.326,93.000,731,veh6,750322898#4,2603.230,1235.090,28.280,989
1761732232880130000,1761732232880050000,0.080,93.000,732,veh7,433544177,1579.160,1366.840,13.520,989
1761732232901517000,1761732232898063000,3.454,94.000,733,veh1,823695811#13,1966.430,1298.180,11.250,1056
1761732232901517000,1761732232898298000,3.219,94.000,734,veh10,205615527#0,1124.400,1263.540,22.300,1056
1761732232901517000,1761732232898515000,3.002,94.000,735,veh11,823695811#7,2438.870,1226.230,24.550,1056
1761732232901517000,1761732232898733000,2.784,94.000,736,veh14,823695811#2,2855.310,1216.750,14.080,1056
1761732232901517000,1761732232898982000,2.535,94.000,737,veh15,:2246072597_1,2768.400,868.610,10.940,1056
1761732232901517000,1761732232899267000,2.250,94.000,738,veh17,-393925231#0,2611.960,770.630,14.000,1056
1761732232901517000,1761732232899525000,1.992,94.000,739,veh18,117034693#0,299.390,1230.650,20.740,1056
1761732232901517000,1761732232899751000,1.766,94.000,740,veh2,-205615527#1,1132.330,1175.790,19.670,1056
1761732232901517000,1761732232899989000,1.528,94.000,741,veh20,1212211114#2,1209.140,976.720,13.820,1056
1761732232901517000,1761732232900205000,1.312,94.000,742,veh23,-215210735#0,2824.940,989.820,14.360,1056
1761732232901517000,1761732232900417000,1.100,94.000,743,veh25,205594984#0,2978.980,1270.890,0.000,1056
1761732232901517000,1761732232900673000,0.844,94.000,744,veh3,433544171-AddedOffRampEdge,1825.420,1249.470,25.760,1056
1761732232901517000,1761732232900923000,0.594,94.000,745,veh5,-1212211127,1500.090,1133.810,23.870,1056
1761732232901517000,1761732232901192000,0.325,94.000,746,veh6,750322898#4,2630.820,1237.860,27.730,1056
1761732232901517000,1761732232901442000,0.075,94.000,747,veh7,433544177,1581.540,1375.820,9.300,1056
1761732232922756000,1761732232918726000,4.030,95.000,748,veh1,823695811#13,1959.680,1298.060,6.750,1063
1761732232922756000,1761732232919034000,3.722,95.000,749,veh10,205615527#0,1127.750,1241.910,21.980,1063
1761732232922756000,1761732232919323000,3.433,95.000,750,veh11,823695811#7,2415.470,1231.570,24.010,1063
1761732232922756000,1761732232919617000,3.139,95.000,751,veh14,:11037071374_1,2839.690,1216.780,15.620,1063
1761732232922756000,1761732232920020000,2.736,95.000,752,veh15,215198324#0,2758.460,872.610,10.720,1063
1761732232922756000,1761732232920321000,2.435,95.000,753,veh17,-393925231#0,2607.600,784.470,14.790,1063
1761732232922756000,1761732232920614000,2.142,95.000,754,veh18,117034693#0,311.050,1249.100,21.830,1063
1761732232922756000,1761732232920847000,1.909,95.000,755,veh2,-205615527#1,1133.230,1195.370,19.600,1063
